id,rank,word,lemma,pos,pos_long,english_definition,frequency,sum_frequency,coca_spoken_freq,coca_fiction_freq,coca_magazines_freq,coca_newspapers_freq,sat,gre
50075,50075,mid-american,mid-american,jj,adjective,,124,391887189,0,0,0,1,FALSE,FALSE
50076,50076,inductees,inductee,nn2,noun,Novice; beginner.,124,391887313,0,0,0,1,TRUE,TRUE
50077,50077,patent-leather,patent-leather,jj,adjective,,124,391887437,0,1,1,0,FALSE,FALSE
50078,50078,splendors,splendor,nn2,noun,,124,391887561,0,0,1,0,FALSE,FALSE
50079,50079,post-saddam,post-saddam,jj,adjective,,124,391887685,1,0,0,0,FALSE,FALSE
50080,50080,seditious,seditious,jj,adjective,Causing division or rebellion.,124,391887809,0,0,0,0,TRUE,FALSE
50081,50081,ulcerogenic,ulcerogenic,,adjective,Causing ulceration; leading to the production of ulcers.,0,394364746,0,0,0,0,FALSE,FALSE
50081,50081,hemlines,hemline,nn2,noun,,124,391887933,0,0,1,0,FALSE,FALSE
50082,50082,birdied,birdie,vvd,verb,,124,391888057,0,0,0,1,FALSE,FALSE
50083,50083,henchman,henchman,nn1,noun,,124,391888181,0,1,0,0,FALSE,FALSE
50084,50084,hi-tech,hi-tech,jj,adjective,,124,391888305,0,0,0,0,FALSE,FALSE
50085,50085,public/private,public/private,jj,adjective,,124,391888429,0,0,0,0,FALSE,FALSE
50086,50086,drainages,drainage,nn2,noun,,124,391888553,0,0,1,0,FALSE,FALSE
50087,50087,desegregate,desegregate,vv0,verb,,124,391888677,0,0,0,1,FALSE,FALSE
50088,50088,matchbook,matchbook,nn1,noun,,124,391888801,0,1,0,0,FALSE,FALSE
50089,50089,lethality,lethality,nn1,noun,,124,391888925,0,0,0,0,FALSE,FALSE
50090,50090,ridgetop,ridgetop,nn1,noun,,124,391889049,0,0,1,0,FALSE,FALSE
50091,50091,apostate,apostate,jj,adjective,,124,391889173,0,0,0,0,FALSE,FALSE
50092,50092,constrictor,constrictor,nn1,noun,,124,391889297,0,0,0,0,FALSE,FALSE
50093,50093,soundstage,soundstage,nn1,noun,,124,391889421,0,0,0,0,FALSE,FALSE
50094,50094,bodysuit,bodysuit,nn1,noun,,124,391889545,0,0,1,0,FALSE,FALSE
50095,50095,relativist,relativist,nn1,noun,,124,391889669,0,0,0,0,FALSE,FALSE
50096,50096,jambalaya,jambalaya,nn1,noun,,124,391889793,0,0,1,0,FALSE,FALSE
50097,50097,parakeets,parakeet,nn2,noun,,124,391889917,0,1,0,0,FALSE,FALSE
50098,50098,metamorphoses,metamorphoses,nn2,noun,,124,391890041,0,0,0,0,FALSE,FALSE
50099,50099,piglet,piglet,nn1,noun,,124,391890165,0,1,0,0,FALSE,FALSE
50100,50100,nigerian,nigerian,nn1,noun,,124,391890289,0,0,0,0,FALSE,FALSE
50101,50101,mots,mot,nn2,noun,,124,391890413,0,0,0,0,FALSE,FALSE
50102,50102,watercooler,watercooler,nn1,noun,,124,391890537,1,0,0,0,FALSE,FALSE
50103,50103,hyacinths,hyacinth,nn2,noun,,124,391890661,0,0,1,0,FALSE,FALSE
50104,50104,wackos,wacko,nn2,noun,,124,391890785,1,0,0,0,FALSE,FALSE
50105,50105,self-acceptance,self-acceptance,nn1,noun,,124,391890909,0,0,0,0,FALSE,FALSE
50106,50106,bellhop,bellhop,nn1,noun,,124,391891033,0,1,0,0,FALSE,FALSE
50107,50107,sidewalls,sidewall,nn2,noun,,124,391891157,0,0,1,0,FALSE,FALSE
50108,50108,dramatists,dramatist,nn2,noun,,124,391891281,0,0,0,0,FALSE,FALSE
50109,50109,restorer,restorer,nn1,noun,,124,391891405,0,0,1,0,FALSE,FALSE
50110,50110,reprogramming,reprogram,vvg,verb,,124,391891529,0,0,0,0,FALSE,FALSE
50111,50111,rootedness,rootedness,nn1,noun,,124,391891653,0,0,0,0,FALSE,FALSE
50112,50112,finials,finial,nn2,noun,,124,391891777,0,0,1,0,FALSE,FALSE
50113,50113,counterrevolutionary,counterrevolutionary,jj,adjective,,124,391891901,0,0,0,0,FALSE,FALSE
50114,50114,expat,expat,nn1,noun,,124,391892025,0,0,1,0,FALSE,FALSE
50115,50115,butlers,butler,nn2,noun,,124,391892149,0,0,0,0,FALSE,FALSE
50116,50116,flightless,flightless,jj,adjective,,124,391892273,0,0,1,0,FALSE,FALSE
50117,50117,smoking-related,smoking-related,jj,adjective,,124,391892397,0,0,0,0,FALSE,FALSE
50118,50118,thunderbolts,thunderbolt,nn2,noun,,124,391892521,0,0,0,1,FALSE,FALSE
50119,50119,air-conditioner,air-conditioner,nn1,noun,,124,391892645,0,0,1,0,FALSE,FALSE
50120,50120,extra-curricular,extra-curricular,jj,adjective,,124,391892769,0,0,0,0,FALSE,FALSE
50121,50121,functionalist,functionalist,nn1,noun,,124,391892893,0,0,0,0,FALSE,FALSE
50122,50122,interdependency,interdependency,nn1,noun,,124,391893017,0,0,0,0,FALSE,FALSE
50123,50123,inshore,inshore,rr,adverb,,124,391893141,0,0,0,0,FALSE,FALSE
50124,50124,principality,principality,nn1,noun,,124,391893265,0,0,0,0,FALSE,FALSE
50125,50125,mammary,mammary,jj,adjective,"Pertaining to the mamma, or breast.",124,391893389,0,0,1,0,FALSE,FALSE
50126,50126,ancho,ancho,nn1,noun,,124,391893513,0,0,1,1,FALSE,FALSE
50127,50127,breast-feed,breast-feed,vv0,verb,,124,391893637,0,0,1,0,FALSE,FALSE
50128,50128,trekkers,trekker,nn2,noun,,124,391893761,0,0,0,1,FALSE,FALSE
50129,50129,mastiff,mastiff,nn1,noun,,124,391893885,0,1,0,0,FALSE,FALSE
50130,50130,labia,labia,nn2,noun,,124,391894009,0,0,1,0,FALSE,FALSE
50131,50131,transponders,transponder,nn2,noun,,124,391894133,0,0,1,0,FALSE,FALSE
50132,50132,mustards,mustard,nn2,noun,,124,391894257,0,0,1,0,FALSE,FALSE
50133,50133,pharynx,pharynx,nn1,noun,,124,391894381,0,0,0,0,FALSE,FALSE
50134,50134,canker,canker,nn1,noun,,124,391894505,0,0,1,0,FALSE,FALSE
50135,50135,guaranty,guaranty,jj,adjective,,124,391894629,0,0,0,0,FALSE,FALSE
50136,50136,european-american,european-american,jj,adjective,,124,391894753,0,0,0,0,FALSE,FALSE
50137,50137,venetians,venetian,nn2,noun,,124,391894877,0,0,0,0,FALSE,FALSE
50138,50138,light-duty,light-duty,jj,adjective,,124,391895001,0,0,1,0,FALSE,FALSE
50139,50139,public-housing,public-housing,jj,adjective,,124,391895125,0,0,1,0,FALSE,FALSE
50140,50140,eustachian,eustachian,jj,adjective,,124,391895249,0,0,0,0,FALSE,FALSE
50141,50141,prostaglandins,prostaglandin,nn2,noun,,124,391895373,0,0,1,0,FALSE,FALSE
50142,50142,preventer,preventer,nn1,noun,,124,391895497,1,0,0,0,FALSE,FALSE
50143,50143,ptolemaic,ptolemaic,jj,adjective,,124,391895621,0,0,0,0,FALSE,FALSE
50144,50144,jacquard,jacquard,nn1,noun,,124,391895745,0,0,1,0,FALSE,FALSE
50145,50145,altarpieces,altarpiece,nn2,noun,,124,391895869,0,0,0,0,FALSE,FALSE
50146,50146,methicillin-resistant,methicillin-resistant,jj,adjective,,124,391895993,0,0,0,0,FALSE,FALSE
50147,50147,wraiths,wraith,nn2,noun,,124,391896117,0,1,0,0,FALSE,FALSE
50148,50148,elicitation,elicitation,nn1,noun,,124,391896241,0,0,0,0,FALSE,FALSE
50149,50149,vancomycin,vancomycin,nn1,noun,,124,391896365,0,0,0,0,FALSE,FALSE
50150,50150,haptic,haptic,jj,adjective,,124,391896489,0,0,0,0,FALSE,FALSE
50151,50151,maronites,maronite,nn2,noun,,124,391896613,0,0,0,0,FALSE,FALSE
50152,50152,prions,prion,nn2,noun,,124,391896737,0,0,0,0,FALSE,FALSE
50153,50153,legate,legate,nn1,noun,,124,391896861,0,1,0,0,FALSE,FALSE
50154,50154,infotech,infotech,nn1,noun,,124,391896985,0,0,1,0,FALSE,FALSE
50155,50155,scrapie,scrapie,nn1,noun,,124,391897109,0,0,0,0,FALSE,FALSE
50156,50156,ecoregion,ecoregion,nn1,noun,,124,391897233,0,0,0,0,FALSE,FALSE
50157,50157,voluntariness,voluntariness,nn1,noun,,124,391897357,0,0,0,0,FALSE,FALSE
50158,50158,case-patients,case-patients,jj,adjective,,124,391897481,0,0,0,0,FALSE,FALSE
50159,50159,solitons,soliton,nn2,noun,,124,391897605,0,0,0,0,FALSE,FALSE
50160,50160,metalepsis,metalepsis,nn1,noun,,124,391897729,0,0,0,0,FALSE,FALSE
50161,50161,unalloyed,unalloyed,jj,adjective,Undiluted; total.,123,391897852,0,0,0,0,TRUE,TRUE
50162,50162,infaust,infaust,,adjective,Unfavourable.,0,394364746,0,0,0,0,FALSE,FALSE
50162,50162,well-earned,well-earned,jj,adjective,,123,391897975,0,0,1,0,FALSE,FALSE
50163,50163,reemerged,reemerge,vvd,verb,,123,391898098,0,0,0,0,FALSE,FALSE
50164,50164,rehashing,rehash,vvg,verb,Revamp hurriedly/carelessly.,123,391898221,0,0,0,0,TRUE,FALSE
50165,50165,bemoans,bemoan,vvz,verb,,123,391898344,0,0,0,1,FALSE,FALSE
50166,50166,polluted,pollute,vvd,verb,,123,391898467,0,0,0,0,FALSE,FALSE
50167,50167,brims,brim,vvz,verb,,123,391898590,0,0,1,0,FALSE,FALSE
50168,50168,downsized,downsize,vvd,verb,,123,391898713,0,0,0,0,FALSE,FALSE
50169,50169,awoken,awake,vvn,verb,,123,391898836,0,1,0,0,FALSE,FALSE
50170,50170,shushed,shush,vvd,verb,,123,391898959,0,1,0,0,FALSE,FALSE
50171,50171,lead-up,lead-up,nn1,noun,,123,391899082,0,0,0,0,FALSE,FALSE
50172,50172,encroached,encroach,vvn,verb,,123,391899205,0,0,0,0,FALSE,FALSE
50173,50173,crime-ridden,crime-ridden,jj,adjective,,123,391899328,0,0,0,1,FALSE,FALSE
50174,50174,inquired,inquire,vvn,verb,,123,391899451,0,0,0,0,FALSE,FALSE
50175,50175,insulates,insulate,vvz,verb,,123,391899574,0,0,1,0,FALSE,FALSE
50176,50176,giggly,giggly,jj,adjective,,123,391899697,0,1,0,0,FALSE,FALSE
50177,50177,gleaned,glean,vvd,verb,,123,391899820,0,0,0,0,FALSE,FALSE
50178,50178,downgraded,downgrade,vvd,verb,,123,391899943,0,0,0,0,FALSE,FALSE
50179,50179,far-out,far-out,jj,adjective,,123,391900066,0,0,1,0,FALSE,FALSE
50180,50180,wires,wire,vvz,verb,,123,391900189,0,0,1,0,FALSE,FALSE
50181,50181,giddily,giddily,rr,adverb,,123,391900312,0,1,0,0,FALSE,FALSE
50182,50182,insidiously,insidiously,rr,adverb,,123,391900435,0,0,0,0,FALSE,FALSE
50183,50183,coaxes,coax,vvz,verb,,123,391900558,0,0,0,0,FALSE,FALSE
50184,50184,untangled,untangled,jj,adjective,,123,391900681,0,1,0,0,FALSE,FALSE
50185,50185,dislocated,dislocate,vvn,verb,,123,391900804,0,0,0,0,FALSE,FALSE
50186,50186,coursed,course,vvd,verb,,123,391900927,0,1,0,0,FALSE,FALSE
50187,50187,lyrically,lyrically,rr,adverb,,123,391901050,0,0,0,0,FALSE,FALSE
50188,50188,amputated,amputate,vvd,verb,,123,391901173,0,0,0,0,FALSE,FALSE
50189,50189,spanish-style,spanish-style,jj,adjective,,123,391901296,0,0,1,0,FALSE,FALSE
50190,50190,uncalled,uncalled,jj,adjective,,123,391901419,0,0,0,0,FALSE,FALSE
50191,50191,congratulates,congratulate,vvz,verb,,123,391901542,0,0,0,0,FALSE,FALSE
50192,50192,footstep,footstep,nn1,noun,,123,391901665,0,1,0,0,FALSE,FALSE
50193,50193,shambling,shamble,vvg,verb,,123,391901788,0,1,0,0,FALSE,FALSE
50194,50194,garbed,garb,vvn,verb,,123,391901911,0,1,0,0,FALSE,FALSE
50195,50195,astonish,astonish,vv0,verb,,123,391902034,0,0,0,0,FALSE,FALSE
50196,50196,spun,spun,jj,adjective,,123,391902157,0,1,0,0,FALSE,FALSE
50197,50197,neighborly,neighborly,rr,adverb,,123,391902280,0,0,0,0,FALSE,FALSE
50198,50198,disseminated,disseminate,vvd,verb,,123,391902403,0,0,0,0,FALSE,FALSE
50199,50199,telephoned,telephone,vvn,verb,,123,391902526,0,1,0,0,FALSE,FALSE
50200,50200,nabbed,nab,vvn,verb,,123,391902649,0,0,0,0,FALSE,FALSE
50201,50201,dreamless,dreamless,jj,adjective,,123,391902772,0,1,0,0,FALSE,FALSE
50202,50202,dammed,dam,vvn,verb,,123,391902895,0,0,0,0,FALSE,FALSE
50203,50203,shreds,shred,vvz,verb,,123,391903018,0,0,0,0,FALSE,FALSE
50204,50204,fistfights,fistfight,nn2,noun,,123,391903141,0,0,0,1,FALSE,FALSE
50205,50205,frontlines,frontline,nn2,noun,,123,391903264,1,0,0,0,FALSE,FALSE
50206,50206,assertively,assertively,rr,adverb,,123,391903387,0,0,0,0,FALSE,FALSE
50207,50207,ingenuous,ingenuous,jj,adjective,Naïve.,123,391903510,0,1,0,0,TRUE,FALSE
50208,50208,commercialized,commercialize,vvn,verb,,123,391903633,0,0,0,0,FALSE,FALSE
50209,50209,inaccessibility,inaccessibility,nn1,noun,,123,391903756,0,0,0,0,FALSE,FALSE
50210,50210,prickle,prickle,nn1,noun,,123,391903879,0,1,0,0,FALSE,FALSE
50211,50211,blacklisted,blacklist,vvn,verb,,123,391904002,0,0,0,0,FALSE,FALSE
50212,50212,quarantine,quarantine,vv0,verb,,123,391904125,0,0,0,0,FALSE,FALSE
50213,50213,subliminally,subliminally,rr,adverb,,123,391904248,0,0,0,0,FALSE,FALSE
50214,50214,washingtonian,washingtonian,jj,adjective,,123,391904371,0,0,0,1,FALSE,FALSE
50215,50215,indolence,indolence,nn1,noun,Laziness.,123,391904494,0,0,0,0,TRUE,TRUE
50216,50216,oiled,oil,vvn,verb,,123,391904617,0,1,0,0,FALSE,FALSE
50217,50217,gymnastic,gymnastic,jj,adjective,,123,391904740,0,0,0,0,FALSE,FALSE
50218,50218,auditoriums,auditorium,nn2,noun,,123,391904863,0,0,0,0,FALSE,FALSE
50219,50219,reestablishment,reestablishment,nn1,noun,,123,391904986,0,0,0,0,FALSE,FALSE
50220,50220,unhook,unhook,vv0,verb,,123,391905109,0,1,0,0,FALSE,FALSE
50221,50221,clunker,clunker,nn1,noun,,123,391905232,0,0,0,0,FALSE,FALSE
50222,50222,thickened,thickened,jj,adjective,,123,391905355,0,0,1,0,FALSE,FALSE
50223,50223,overvalued,overvalued,jj,adjective,,123,391905478,0,0,0,0,FALSE,FALSE
50224,50224,non-issue,non-issue,nn1,noun,,123,391905601,0,0,0,1,FALSE,FALSE
50225,50225,clipboards,clipboard,nn2,noun,,123,391905724,0,1,0,0,FALSE,FALSE
50226,50226,chattel,chattel,nn1,noun,,123,391905847,0,0,0,0,FALSE,FALSE
50227,50227,punctures,puncture,nn2,noun,,123,391905970,0,0,1,0,FALSE,FALSE
50228,50228,single-digit,single-digit,jj,adjective,,123,391906093,0,0,0,0,FALSE,FALSE
50229,50229,karmic,karmic,jj,adjective,,123,391906216,0,0,0,0,FALSE,FALSE
50230,50230,waxes,wax,nn2,noun,,123,391906339,0,0,1,0,FALSE,FALSE
50231,50231,outdoorsmen,outdoorsman,nn2,noun,,123,391906462,0,0,1,0,FALSE,FALSE
50232,50232,damnable,damnable,jj,adjective,,123,391906585,0,1,0,0,FALSE,FALSE
50233,50233,grayness,grayness,nn1,noun,,123,391906708,0,1,0,0,FALSE,FALSE
50234,50234,gasoline-powered,gasoline-powered,jj,adjective,,123,391906831,0,0,1,0,FALSE,FALSE
50235,50235,mercies,mercy,nn2,noun,,123,391906954,0,0,0,0,FALSE,FALSE
50236,50236,meshing,mesh,vvg,verb,,123,391907077,0,0,0,0,FALSE,FALSE
50237,50237,spanked,spank,vvd,verb,,123,391907200,0,0,0,0,FALSE,FALSE
50238,50238,abrogate,abrogate,vv0,verb,Cancel; deny; repeal.,123,391907323,0,0,0,0,TRUE,TRUE
50239,50239,fix-it,fix-it,jj,adjective,,123,391907446,0,0,1,0,FALSE,FALSE
50240,50240,solvable,solvable,jj,adjective,,123,391907569,0,0,0,0,FALSE,FALSE
50241,50241,spoil,spoil,nn1,noun,,123,391907692,0,0,0,0,FALSE,FALSE
50242,50242,gaskets,gasket,nn2,noun,,123,391907815,0,0,1,0,FALSE,FALSE
50243,50243,agronomist,agronomist,nn1,noun,,123,391907938,0,0,0,0,FALSE,FALSE
50244,50244,negativism,negativism,nn1,noun,,123,391908061,1,0,0,0,FALSE,FALSE
50245,50245,washout,washout,nn1,noun,,123,391908184,0,0,0,0,FALSE,FALSE
50246,50246,all-americans,all-american,nn2,noun,,123,391908307,0,0,0,1,FALSE,FALSE
50247,50247,total-body,total-body,jj,adjective,,123,391908430,0,0,1,0,FALSE,FALSE
50248,50248,over-all,over-all,jj,adjective,,123,391908553,0,0,1,0,FALSE,FALSE
50249,50249,cityscapes,cityscape,nn2,noun,,123,391908676,0,0,1,0,FALSE,FALSE
50250,50250,pockets,pocket,vvz,verb,,123,391908799,0,1,0,0,FALSE,FALSE
50251,50251,governorships,governorship,nn2,noun,,123,391908922,0,0,0,0,FALSE,FALSE
50252,50252,gastroenterologist,gastroenterologist,nn1,noun,,123,391909045,0,0,1,0,FALSE,FALSE
50253,50253,brownstones,brownstone,nn2,noun,,123,391909168,0,1,0,0,FALSE,FALSE
50254,50254,red-orange,red-orange,jj,adjective,,123,391909291,0,1,1,0,FALSE,FALSE
50255,50255,circularity,circularity,nn1,noun,,123,391909414,0,0,0,0,FALSE,FALSE
50256,50256,snowfields,snowfield,nn2,noun,,123,391909537,0,0,1,0,FALSE,FALSE
50257,50257,industrially,industrially,rr,adverb,,123,391909660,0,0,0,0,FALSE,FALSE
50258,50258,bandmates,bandmate,nn2,noun,,123,391909783,0,0,1,1,FALSE,FALSE
50259,50259,pass-through,pass-through,jj,adjective,,123,391909906,0,0,0,0,FALSE,FALSE
50260,50260,outpatients,outpatient,nn2,noun,,123,391910029,0,0,0,0,FALSE,FALSE
50261,50261,clerked,clerk,vvd,verb,,123,391910152,0,0,0,0,FALSE,FALSE
50262,50262,cantaloupes,cantaloupe,nn2,noun,,123,391910275,0,0,0,0,FALSE,FALSE
50263,50263,niceness,niceness,nn1,noun,,123,391910398,0,0,0,0,FALSE,FALSE
50264,50264,peripheries,periphery,nn2,noun,,123,391910521,0,0,0,0,FALSE,FALSE
50265,50265,specialness,specialness,nn1,noun,,123,391910644,0,0,0,0,FALSE,FALSE
50266,50266,tractor-trailer,tractor-trailer,nn1,noun,,123,391910767,0,0,0,0,FALSE,FALSE
50267,50267,microclimate,microclimate,nn1,noun,,123,391910890,0,0,1,0,FALSE,FALSE
50268,50268,chickadees,chickadee,nn2,noun,,123,391911013,0,0,1,0,FALSE,FALSE
50269,50269,redshirt,redshirt,vv0,verb,,123,391911136,0,0,0,1,FALSE,FALSE
50270,50270,chambermaid,chambermaid,nn1,noun,,123,391911259,0,1,0,0,FALSE,FALSE
50271,50271,stingers,stinger,nn2,noun,,123,391911382,0,0,0,0,FALSE,FALSE
50272,50272,argyle,argyle,nn1,noun,,123,391911505,0,1,0,0,FALSE,FALSE
50273,50273,crabbing,crab,vvg,verb,,123,391911628,0,0,0,0,FALSE,FALSE
50274,50274,black-on-black,black-on-black,jj,adjective,,123,391911751,0,0,0,1,FALSE,FALSE
50275,50275,postulate,postulate,nn1,noun,,123,391911874,0,0,0,0,FALSE,FALSE
50276,50276,antacids,antacid,nn2,noun,,123,391911997,0,0,1,0,FALSE,FALSE
50277,50277,point-and-shoot,point-and-shoot,jj,adjective,,123,391912120,0,0,1,0,FALSE,FALSE
50278,50278,fantasia,fantasia,nn1,noun,,123,391912243,0,0,0,0,FALSE,FALSE
50279,50279,laypersons,layperson,nn2,noun,,123,391912366,0,0,0,0,FALSE,FALSE
50280,50280,anagram,anagram,nn1,noun,,123,391912489,0,0,0,0,FALSE,FALSE
50281,50281,alphabets,alphabet,nn2,noun,,123,391912612,0,0,1,0,FALSE,FALSE
50282,50282,tampon,tampon,nn1,noun,,123,391912735,0,1,1,0,FALSE,FALSE
50283,50283,hoarseness,hoarseness,nn1,noun,,123,391912858,0,0,0,0,FALSE,FALSE
50284,50284,star-forming,star-forming,jj,adjective,,123,391912981,0,0,1,0,FALSE,FALSE
50285,50285,task-oriented,task-oriented,jj,adjective,,123,391913104,0,0,0,0,FALSE,FALSE
